Date,2,101,105,106,113,115,123,126,128,129,133,136,142,143,146,153,171,191,205,206,231,240,241,242,243,251,270,272,274,286,288,290,295,296,297,298,299,305,311,313,317,320,321,325,326,329,331,377,381,386,387,389,392,394,395,402,407,430,455,460,463,512,553,593,634,694,774,513,1,3,5,6,29,36,43,46,49,62,72,88,91,95,96
2020-03-01,35.0,4287360.26011,6138004.513370001,28511949.81811,2609930.44997,66130007.116110004,1606290.5826800002,9956964.675980002,574069.99345,558786.9052500001,1170875.3351300003,57139544.518989995,8553038.073210001,1238011.19448,908136.8691700001,5764046.79303,42273586.48001,2021619.6162,990583.00925,1844112.7249200002,928443.5141700001,1626012.0374200002,1051093.9166599999,22015505.598190002,852728.06055,3232472.98451,12494039.79473,89810827.5767,148285071.24385,2169949.91651,3077044.9000100004,1479214.3932200002,11983600.455279998,53004917.63356001,33449865.269460004,24846672.56617,60414597.8521,11901648.72785,308746.95537000004,340527.48693,,4420952.9347,,2428936.552,1911293.4868100001,970093.51131,1632518.82192,1106730.9225700002,1444511.9582800001,4147242.97295,1222564.32831,3633869.03117,2936565.66805,837889.57816,605046.68616,,2733919.63067,,1730913.82113,1721778.2474999998,,299154.98370999994,1115787.86197,343460.34921,340728.69425,2201068.4032500004,1290917.49091,,,38114657.20858,,313457973.19079,3759085.77588,92275102.37746,966002.34272,560700425.18351,843206.99613,19592936.366510004,438953.24975,19570813.134379998,3392043.34518,467585.11391,8947650.15371
2020-04-01,35.0,4288393.7466899995,6077793.3258299995,28878805.36364,2628385.50623,68489365.68944001,1620344.46596,10311255.54329,576349.61871,518308.26508,1092517.1646899998,61851226.8108,8292442.16216,1312681.08347,956821.60798,5989054.0258,45247765.36816,1956249.87833,1074643.27056,1915084.87482,877550.09051,1689501.96297,964064.0236399999,23330681.344750002,796626.56155,3371176.31706,13188130.814439999,99273835.81139,140626317.17256,2170134.86406,3039397.9695099997,1710349.44336,12577893.1498,54215401.43382,31728819.181929998,26215528.13922,65998948.935770005,12366704.1787,299330.53319,348856.12776,,5113575.5871,,2420385.0776400003,1912616.83257,1004082.8514800001,1620414.85255,1040633.21264,1347271.67559,3737759.96334,1194218.2578299998,5040736.62493,2518762.4777,1202832.2699799999,655182.94218,,3230925.16763,,1656948.78535,1954798.006,,259423.05261999997,1477762.7625,371969.58642,351918.05114,2344391.10307,1022921.5718299999,,,42289270.262959994,,314429347.87083,3939913.78433,98662062.16262999,1504498.37817,572099553.99411,751637.9845599999,20787506.56705,410952.74533,20992289.450060003,3458206.88914,489671.76554999995,8648673.338860001
2020-05-01,35.0,4312700.77078,6387875.350849999,27498320.04441,2777255.19816,68044261.31123,1600869.57989,9798523.15948,586139.93734,494997.73964,1098352.33881,61203478.16245,8086710.46575,1293607.3125800001,945574.5920000001,5690061.34638,44310008.35676,1961680.4969700002,1035704.5268,1870694.8286,875961.06289,1664056.39825,1085919.63537,24090396.33083,800842.55654,3265161.79512,13106121.08415,93485715.62047,148588647.82445,2236511.91915,3219120.69959,1623093.7266199999,11434617.00594,51414315.18471,24066261.105860002,25646227.899279997,63783018.72093,12253705.189989999,298935.33418999997,313167.00114,,4868207.87127,,2451036.61864,1839076.08251,915957.0647699999,1653492.02299,1174162.62131,1332349.6810700002,3536568.8794899997,1432088.8662000003,4916486.94455,2816070.2818299998,1126766.8291200001,627158.81244,,3019993.6430099998,,1642581.86149,1941097.28521,,281683.1689,1378123.75569,321784.32226999995,355670.52165999997,2117530.81283,1008354.96409,,,41049837.008200005,,310394753.83647,3670544.8144900003,97134964.84278,1579878.14281,580817281.71742,797495.4331,20631237.86721,481695.96233000007,19980153.738,3379568.86917,471906.24328,8477947.462129999
2020-06-01,35.0,4375511.280540001,7205580.029119999,27644833.81138,2807619.19167,67569016.42859,1629741.78725,9878491.549859999,638156.52844,497083.65615999995,1101242.78318,62158454.769090004,8235010.865079999,1266552.9952699998,949749.8508599999,5740449.34139,44032465.00717,1945755.32397,1055325.65628,1861888.08006,874359.59316,1685770.83375,1120730.59369,24918566.63765,963710.06385,3227701.06251,12753710.3727,94113244.53354,156433838.18212,2402539.18548,3375138.5976499994,1799431.61886,11915437.647909999,52280904.50405001,25441357.04177,25854827.754869998,63814829.03966,12402881.84134,306634.18411,314996.99482,,5006585.03681,,2487393.30333,2085416.3816999998,945802.77858,1676807.4832499998,1081086.78726,1235583.05969,3920442.99474,1490607.07177,4201559.5362599995,3108510.67103,1135103.37439,580088.71044,,4171503.1897099996,,1862964.7130200001,1952155.87175,,309624.87651,2058269.04001,312288.26491,347898.39409,2277600.65337,1116679.46874,,,40611031.83202,,310783639.17161,3983277.27388,100896306.84986998,1492603.8441299999,590589958.4092,777920.80574,20674726.499819998,437095.23315999995,20698069.98952,3427419.96987,479104.45019,8678346.041860001
2020-07-01,35.0,4564455.27186,6948845.5284400005,29836894.331710003,2877437.58303,68349914.78168999,1709790.64541,9871614.87329,715141.58193,477983.64754,1101849.90408,65401554.86207999,8360989.461360001,1315285.1835399999,957899.24802,6080862.60106,44540175.13486,1902395.3615799998,1081171.01822,1554055.11391,904905.54601,1757609.2372500002,1591233.40739,25197060.289120004,888959.33999,3274181.45086,12179864.83615,98194375.08623,156672936.18175998,2500479.25088,3406657.8959000004,2154690.35782,11779531.016479999,54070272.945930004,29162548.243109997,25868107.487510003,64016978.84019,13201089.77631,295073.96439000004,340672.04281,,5463439.40861,,2407723.5549500003,2122849.5420500003,1030388.86647,1638148.08105,1137491.04103,1274730.2294,3968109.2577,1499978.58865,4131920.7050599996,3400027.2765299994,1277105.52312,571044.3343199999,,3186060.33402,,2052621.1074900003,1940678.1090199999,,253377.37407,1817186.59112,341493.75286999997,355785.81259,2236585.11759,1286613.98513,,,40550492.98719,,272170777.17387,4615716.53421,102345213.57938,1730154.63811,576387664.35504,762921.99835,21231506.072780002,421467.47664999997,21723818.41174,3635052.46606,515909.00112,8964535.233860001
2020-08-01,35.0,4556377.76085,6927143.63373,31293968.545420002,2991150.15492,73989701.69475,1719395.10547,10336688.46468,745914.3167600001,395575.92040999996,1108809.58832,68630637.18428,8346042.30504,1339613.3928399999,1076063.72439,6691137.867109999,47123095.14486,1876749.22907,1199786.00133,1509510.55997,913879.09502,1903932.74156,1552444.47683,27230897.89369,887617.0681800001,3385138.77899,12902327.76091,101379457.98792,163125636.54148003,2685774.1234199996,3406597.10748,1734906.56612,13107876.06414,57052048.49401,30674938.75298,27374984.045479998,65757744.62032999,12849369.266729997,369230.12577,411450.29371,,4853230.74813,,2506794.09928,2028644.75289,994830.90702,1775090.0274999999,1164816.27317,1293995.02108,4227474.22347,1539825.54286,4340081.17159,3692596.7932100003,1229026.67478,593187.2358499999,,2813442.07094,,2178237.59871,2090772.89453,,247097.83055999997,1727218.51208,306648.74476,348280.36972,2436187.7783999997,1248720.49896,,,42036902.165580004,,275812938.14492,5149745.238519999,104172421.63068001,1527323.6485799998,585208192.92047,787014.89276,21557883.380730003,452427.85086,22483629.919079997,3916029.38571,543821.5370499999,9264703.75843
2020-09-01,35.0,4487806.71704,7342833.509190001,32113890.090480004,3024540.58459,75446879.52658999,1730731.93835,10377215.766479999,722825.19373,388554.49443,1139726.88064,67146116.37268,8287403.1874400005,1367737.32484,1049195.51567,6538830.051290001,47685495.240329996,1558281.59269,1211329.34009,1548473.52282,803702.72645,1997760.67693,1653544.5721,28049007.197070003,877912.1517599999,3398489.1275600004,12937690.93651,100488850.70116,161797772.88436,2767797.5413599997,3570492.26821,1599246.78339,12988570.2539,59097352.37013,31123845.358749997,27274046.732499998,65903695.544549994,13317904.45981,374275.69554,421023.67432,,4286328.901629999,,2470614.54085,2224491.60561,1005455.6214700001,1783621.92618,1341159.1566799998,1297949.55596,4548463.51252,1527686.9985399998,4243499.08033,5044693.73971,1401314.9170000001,626293.7869,,3258738.27639,,2451297.69939,2587339.5132299997,,243168.79249000002,1872950.5616199998,344581.25472,380267.31353,2958163.39891,1437877.11325,,,,,,,,,,,,,,,,
2020-10-01,35.0,4389039.584319999,6959225.587049999,32325196.94719,3049987.0649,80499496.28237,1752818.9438099999,10380258.23279,775665.8614,385611.89617,1263301.86493,69464839.65865,8057465.16762,1417399.38574,1116791.36692,6874555.30264,49521871.28898,,1198225.45953,1497744.45468,796826.5998000001,2461682.6965,1954296.818,28890951.94539,893517.19957,3348189.37564,13149825.29343,101640098.57208,165551760.53872,2887349.70424,3377233.85833,1692469.9982,14672126.12891,60731538.26252,31160733.30547,26981699.885319997,66507808.053500004,14077194.92839,409476.15732,434368.69309,,4481968.15828,,2554821.12281,2341722.9644600004,937911.30892,1864173.2842,1253311.79221,1524672.60438,4286801.69504,1710838.87814,4416179.33538,4374813.074519999,1360914.0753,622625.54305,,2792358.3346800003,,2497659.1695899996,3498019.9966599997,,245112.04666,2109233.6224299995,325168.02128999995,344045.15643,3138902.27004,1889775.10418,,,28855124.84969,,266290179.86523,5379072.580829999,109230189.84536,1241898.2586100001,600145190.2381,813855.02838,23222848.61612,388535.56048000004,23966824.488159996,4153644.86707,612206.04923,9959092.45229
2020-11-01,35.0,4395429.73363,6873712.37517,31100974.2079,3040263.6400800003,81833589.60858001,1863065.6238,10024501.46322,793612.7202,462568.8078,1242494.19624,70480531.71271,8214991.21074,1402213.5133500001,1107026.91452,6635206.939800001,50919269.38648,,1145526.44134,1540310.8815,799490.28903,2423407.1518,1941865.80248,31167856.83122,983742.2106,3434237.33911,14749951.93572,99492354.45712,167751759.91101003,2901289.40057,3313199.1628600005,1680498.09036,13512296.6121,59959433.68639,28498101.00243,27106214.99846,66317411.0684,14615132.53301,357371.06841,444888.4614,,4678091.17286,,2612062.9362699995,2606643.2309299996,1037858.8742299998,1779866.53741,1281270.46744,1482962.3532800002,4628946.441389999,1604823.58297,4866689.445030001,4708002.98653,1351209.79498,635567.3301100001,,3579674.24939,,2545602.89276,3786490.99354,,247064.57481000002,1738555.21604,330917.9286,345664.50846,3173676.6375899995,1991437.52476,,,29063608.98125,,271908630.5189,5412668.737199999,108513065.83106999,1136970.5152500002,572448056.7411201,816122.0547699999,24499776.009150002,420371.03886,24423756.41994,4165289.84099,616511.04057,10284910.74064
2020-12-01,35.0,4601189.54552,6948344.38067,31805285.65555,3039312.51468,82042288.75735,1933549.3837,10278417.211970001,873758.38852,513586.52473999996,1199510.64397,73267193.00003001,8238677.21286,1412064.13989,1134149.14843,6873967.77888,52794275.768029995,,1059542.82022,1572955.07666,815634.73471,2506295.4347300003,2193844.9585100003,32315635.42008,990249.00251,3675075.50053,14823586.91146,102980161.64195,160382295.63724,3244078.36556,3501572.65872,1639161.73604,13151035.89989,60404989.34009001,30569087.295500003,27291320.66343,66563507.202020004,15066786.41356,321350.58168,439727.29632,,4452906.79129,,2614912.6732599996,2511194.72601,880192.08725,2041799.78269,1398203.48196,1651289.3811700002,4397481.159320001,1545749.73505,4152251.61244,5629253.30746,1345459.83434,602578.06034,,3485283.59104,,2634662.5871200003,3558421.9829499996,,304015.90935000003,1877588.8805300002,322675.82018000004,352201.86919,3214363.2579,2064244.05088,,,,,,,,,,,,,,,,
2021-01-01,35.0,4601073.75315,8561857.1001,37387364.84562001,3256369.48848,80871343.97868,1963748.1514800002,10804492.023160001,1100758.51524,468755.85201000003,1499364.16945,74638058.62934,7901809.58121,1388996.2208299998,1301915.64998,7723779.32475,52053778.914230004,,1110614.6626499998,,891338.97631,3131094.6272400003,2115271.7705599996,36926291.936230004,956983.69115,4151049.93216,16294504.00134,112494706.04028,151660867.7549,3205980.99847,3586646.6775999996,1847490.2935600001,12174521.669710001,62824339.49791999,28005375.252110004,27796241.135619998,64534400.8436,16572031.376210002,392758.20879,451199.04716,,4634714.35163,,2623353.77959,2826117.76285,964750.6176500001,2085030.35443,1976152.96159,1881596.13494,5563576.70066,1740514.96045,3996947.35295,6669350.19741,1400792.77974,624675.96227,,4256839.05117,,3399023.05211,4769543.92156,,250521.94997,1975095.5219100001,384824.97471,334651.75705,2952557.73664,2328525.6851,,,29272522.898930002,,268759302.6474,7664343.48599,113628316.55458,1580217.96019,566179319.9185001,882251.53977,24715245.6761,510943.58703,26173800.29881,5042892.01337,708915.2433500001,10878823.26309
2021-02-01,35.0,4544418.4273,7823208.6946600005,36518658.58009,3166437.60652,85590789.53295,1984242.2862600002,10619278.840330001,1050404.4630399998,348137.16031,1501017.2682900003,72449199.56216998,7826866.2958,1365502.92935,1350093.67786,6999656.9774400005,52865379.897659995,,1152668.8803700001,,884612.5836,3293816.0514700003,2239665.28367,38706364.48624001,944491.5803200001,4333628.81569,15627877.18284,111511057.32084,150670459.04825,3078532.03025,3614392.7209900003,2015827.72445,12773665.62522,62464891.81391,28124975.430619996,27328901.75722,64426033.833900005,16933646.26706,352052.69279999996,453522.13844,,4424608.470989999,,2552851.54715,3434149.17021,909992.52785,1955524.5060799997,1714571.13172,1759136.62548,4994563.022270001,1788692.4076599998,3829096.69582,6908974.10982,1433415.78538,691135.4352799999,,4412792.76175,,2745140.0192299997,4820433.42138,,267973.31428999995,1954279.88416,332172.65899,333403.11103,3707086.01134,2557739.32944,,,,,,,,,,,,,,,,
2021-03-01,35.0,4724548.71121,8145472.45321,34953599.33858,3195108.6084600003,85516056.74177001,1976919.2489900002,10350342.752770001,1070549.67779,392706.13985,1720453.8116300001,70322063.00324,7944290.59637,1358387.71795,1488147.17004,6972747.238190001,52668520.6349,,1306340.8767600001,,875019.51805,3742744.52479,2152888.96449,40200252.46759,955354.92605,4432331.75392,15408682.940309998,109940523.73769,149523513.93891,3136637.84779,3473880.3343299995,2250164.9794599996,12012955.25362,65064002.08460999,28465164.44481,27413426.791539997,64260617.988800004,17383006.208070002,309930.23971,452704.91809,,4595842.81986,,2589183.09704,3520991.3542899997,931798.5627400001,1896680.5801199998,2002669.06054,1826152.0722400001,5285452.503699999,1726178.9761599998,3909571.15732,7236854.41862,1475669.38024,750638.84233,,3913861.55811,,3165705.0866099996,5049603.95375,,262714.27562,2046146.7209799998,556079.0102100001,332328.36812,4313378.72841,2820555.0957899997,,,,,,,,,,,,,,,,
2021-04-01,35.0,4723526.11799,8192057.33012,35216764.86838,3189528.95784,90170349.2985,2004642.1490200001,10495103.840370001,1069259.3509600002,457331.31227,1411018.56811,69113888.36397,8030572.87942,1360142.6297799998,1664536.4191700001,7231733.450870001,51977968.80525,,1385942.9227999998,,803795.6092599999,4481161.06554,2476529.6562099997,41579450.38106,936843.8163699999,4452258.30987,16850228.86993,110644208.19925,139650565.56982,3479053.15775,3814112.9843599997,2642919.6009400003,12119077.33792,65579281.603819996,27690298.23664,27599794.416620005,64743334.215169996,16556214.83243,314124.09632,447952.99123,,4474116.46173,,2570180.22724,3380353.3774499996,873125.5083599999,1870880.0987,1970553.53951,1508469.87775,5636170.28959,1952326.41903,4182851.02815,7867614.806100001,1294999.6363899999,727546.47377,,3227703.4261299996,,2848943.5627,5258495.60264,,269358.41959,2117184.8335200003,390724.6364,320192.44561,4467746.3091899995,3100347.76309,,,29151943.673550002,,288524033.62071,9157909.56821,113723223.41348,874533.03192,554920282.5585899,854631.5794499998,25888143.03168,388677.31514,27206932.60999,5086921.51868,703058.37952,11346905.572379999
2021-05-01,35.0,4588866.22518,8180867.25774,35967673.7134,3191275.2114799996,96472611.05917999,1985850.6004400002,10423638.26488,1235854.86932,540922.76124,1291781.6023000001,70503708.99846001,8156372.215740001,1336797.69592,1580254.8096,7227250.9124799995,49864845.4996,,1665525.9618499998,,743659.65478,4297647.89544,2540382.58495,42710515.91071,908523.3058499999,4511115.94211,17835990.02912,111653201.08914,144004136.20602,3692376.7129900004,4101872.80568,3213996.20737,13090241.312220002,64294080.34683,27917425.198650002,27449644.87634,64757418.74853001,16125149.19655,319578.17888,415335.14201999997,,4632298.316160001,,2637287.9767099996,3938496.8675599997,1233605.72071,1784051.4523500002,2206171.23717,1501781.92981,5388185.21806,1964370.76663,4259600.14623,7913533.549109999,1308975.7871899998,749927.1913,,3968572.22937,,2747480.2837300003,5271013.102650001,,267923.12241999997,1997222.25799,329244.51608,319767.54042,4345432.42239,3484828.38343,,,,,,,,,,,,,,,,
2021-06-01,35.0,4555948.9441100005,8629413.4408,36963174.451129995,3248794.73218,92738036.58823,2022805.33551,10182122.48293,1362665.93501,528102.20438,1376043.53241,71950968.88232,8390469.945500001,1318718.5588699998,1599222.87671,7394820.424520001,52724341.56695999,,1535500.53497,,955553.21093,4969907.78122,4072573.40781,42959632.13721,909983.1495299999,4721308.759249999,17450380.46433,115229464.52977,133465824.75363998,3646485.79405,4078688.44347,3298153.77374,12559143.983420001,65853593.73888001,26349122.98719,28480736.03041,64208113.88475,16700531.805769999,312767.42675,405334.01069,,4691694.79879,,2607502.05448,4911582.28581,931083.3198999999,2003407.9918499999,2273679.7919,1601227.18213,5448380.03484,1940977.04526,4417000.86015,9130894.23036,1555836.2151,779171.58873,,4579767.63948,,2682837.25823,5296933.40353,,250574.23103000002,2164306.6123099998,358298.43636,355233.69061,4641060.177,3528476.98131,,,,,,,,,,,,,,,,
2021-07-01,35.0,5049112.53459,10193512.35843,38011846.93556,3133459.3942,95833419.12877001,2126076.85345,10208590.02872,1820788.3180399998,511998.61259,1427508.03832,72622090.40439,8583314.81484,1440617.9241099998,1566219.81124,8091342.0909,51766148.76332,,1778905.9910400002,,1159971.21187,5809222.16115,6270556.10613,44734355.72384999,873989.92717,4391082.82323,18103598.246230002,115596671.67419,134720201.63489,4038614.93127,4101547.4463600004,3400248.34056,12699392.891469998,63899718.11,26976931.151329998,28611531.48646,63845979.59375,16415270.57266,309913.56797,492942.6503,,4568436.38833,,2656365.3092300002,4456691.64095,1214837.28496,2072518.10939,2349666.91618,1735874.70946,6339812.67883,1998866.40816,4577707.39317,11058165.539770002,1660967.60741,782161.6157799999,,4655800.44274,,2361614.7160199997,5534656.54488,,259203.51219000004,2589448.71059,343114.02249,359843.46519,4649487.722469999,3629521.08224,,,,,,,,,,,,,,,,
2021-08-01,35.0,5018513.01264,10700554.172889998,37285643.68277,3170935.62578,109270544.52309,2088451.0501700002,10301932.12378,1962965.08706,522194.3174100001,1467513.6566599999,72459429.65937,8917483.47845,1433876.58048,1620291.32927,7553433.1081,53695670.28888,,1823151.6505,,1170352.26263,6537927.174869999,5969331.0616,47636326.61043999,854132.7323200001,4576247.82386,18844290.763369996,118495463.75621,128559120.20072,4131507.66661,4011468.72988,3547036.88563,12964296.70906,64642448.96609,29317967.87996,29533950.54753,61585641.342970006,16148921.366430001,349423.11806,498523.33559,,4211333.49971,,2682252.1133499998,4969572.94058,1055316.4118,2021581.62679,2328625.44009,1802441.22547,6063846.17024,2039077.6665200002,5116003.779370001,11337333.334660001,1817427.88081,867722.80931,,4903734.520070001,,2454604.78106,5682846.68123,,292047.40894,2700076.60689,,347249.58298,5022632.97135,3809663.72301,,,,,,,,,,,,,,,,
2021-09-01,35.0,5013318.81859,10483913.77962,38605471.16998,3180921.03494,99906500.37433,2072681.3808199998,10217251.6874,2124838.5728599997,547800.53241,1448127.25721,72836032.86136,9140328.255,1421106.9751,1604851.64691,7814660.92276,53317702.84054,,1814082.04864,,1312305.99401,6991368.27612,6178776.38695,49029391.87308,843950.92932,4621119.71212,19282708.74355,117096908.40007001,124417278.70396999,4116352.65687,4253895.981509999,3598647.86638,14560842.336959999,65765118.033010006,34493996.36709,29284065.77141,61880345.11118999,16753097.045360003,341600.20651000005,498068.82451,,4174864.2123999996,,2615051.1290599997,5092840.136,985068.62705,2014333.5750799999,2347580.28702,1960035.84557,5647351.596489999,2050444.0856299999,5396603.86765,11890904.66585,1713079.03658,955041.9158300001,,4506635.76471,,2411633.0499,5797142.44982,,268913.8019,2443717.45426,,347368.44046,5046215.04098,4053634.53713,,,,,,,,,,,,,,,,
2021-10-01,35.0,5016589.83344,11002675.60194,40722966.046339996,3253216.7219900005,111767609.60111001,2095726.90119,10439799.46239,2206134.79465,491607.2246,1491505.22652,77558555.49386,9405873.95951,1443821.95652,1758053.0342499998,8377363.559130001,57581017.1447,,1765512.4486099998,,1504787.54063,7293183.430559999,5394885.4234,50870195.81734,,4795915.88094,19781862.79398,115433763.62854001,121190175.25804,4172814.9799900004,4059483.18522,3697980.95822,15373504.96138,68058282.79502,34381156.69081,30007710.63584,58396810.911690004,16881608.456100002,381359.98988,609078.5183,,4362298.77989,,2649203.38244,6655967.14413,1022818.6485000001,2093912.8759700002,2130409.6989700003,2163861.78477,5901850.88305,2117714.61372,5676024.03142,11825100.532940002,1640446.64853,1066010.63901,,4416073.93447,,2702983.0291899997,5835246.6969,,245699.3725,2588564.2744799997,,344396.52184,5490717.00567,4285469.69609,,,,,,,,,,,,,,,,
2021-11-01,35.0,5298035.91897,11298374.545880001,39249426.884500004,3313532.1925000004,110279499.53319,2063028.7780499998,10478309.469379999,2232087.83053,511909.60131,1514017.8113199999,74930073.44074,9573947.991390001,1378028.56801,1736891.3952900001,8166940.73405,59177345.78823,,1665745.47711,,1680979.20855,7674431.55519,5177161.76855,52780579.88115,,5152097.55599,23632394.64542,117112428.28707,127272216.09222999,4386896.46252,4572603.20126,3584030.8756000004,14331169.8673,68025786.37357001,37036565.84464,30462186.329310004,58373126.81487001,17874079.92664,407733.42809999996,605160.9641299999,,4137866.84571,,2717407.5289600003,4588758.97789,970565.15244,2070763.96569,2228054.6196999997,2121246.43949,6077774.39839,2096056.7947300002,6560657.73445,14176148.80478,1617719.6454,1036130.3282999999,,4517597.659109999,,2427908.4642,6209118.95728,,232000.38744,2575479.23496,,343449.75219,5303331.012010001,4294139.29093,,,,,,,,,,,,,,,,
2021-12-01,35.0,5692771.132119999,11690065.31347,43360507.52678,3381405.76933,109845289.135,2199703.0592,10719679.87194,2297446.60993,485082.20732,1822973.17041,77000463.48635,9759294.51183,1404565.46859,1585345.3348,8660956.8263,60276791.475379996,,1605087.1868699999,,1906084.94572,8377738.2626,4047195.4630899997,54024197.06444,,5365416.94599,23412804.96781,120753373.31776999,128834085.983,4541879.63576,4695164.3765899995,3387985.99479,14602760.104680002,71265575.17475,38938085.368810005,31002069.843539998,60102303.34231,19158634.8459,411870.30926,678353.95796,,4106946.22434,,2627330.46544,4216337.12692,969689.94386,2172144.95632,2458478.57711,2117880.6675,6781010.76016,2246710.2267,6264395.07125,15268845.596719999,1880882.0305899999,1068472.0266500001,,4571025.37151,,2708749.38691,6560979.730479999,,230811.64024,2593296.58105,,365834.60358,4857319.5215799995,4543844.87298,,,,,,,,,,,,,,,,
2022-01-01,35.0,6041398.5517,12596070.10438,49027712.872590005,3495002.19499,110134995.76354,2437936.64936,10793667.390250001,2610584.44999,455001.4524,1718346.3514,79519997.79423,9951302.15037,1390645.10831,1752174.72249,9473459.41528,56671964.358890004,,1569761.8250600002,,1968885.8538,8997794.64201,3925570.0109500005,60207207.452589996,,5767175.034200001,23562199.106239997,125348950.20193,130263425.71775,5441940.7868099995,4370325.299129999,3264289.31318,13648408.099340001,73425467.53441,33770215.46966001,32301758.39658,58880406.539299995,19859926.73829,437300.85465,730936.69912,,4340722.795419999,,2762871.2363,4209745.18015,1276155.15048,2328564.36308,2923208.17326,2569463.65893,9109869.49573,2244033.46691,6408047.14707,15807910.87332,1645861.95415,1008203.48089,,5347645.064680001,,3203313.5221900004,6836708.272820001,,228057.34137,2395561.99542,,335096.90831,4824737.1994900005,4834170.32437,,,,,,,,,,,,,,,,
