Date,ПРИВАТБАНК,ОЩАДБАНК,УКРЕКСІМБАНК,УКРГАЗБАНК,РАЙФФАЙЗЕН БАНК АВАЛЬ,СБЕРБАНК,УКРСОЦБАНК,СЕНС БАНК,ПУМБ,УКРСИББАНК,ПРОМІНВЕСТБАНК,ОТП БАНК,КРЕДІ АГРІКОЛЬ БАНК,ПІВДЕННИЙ,ФІНАНСОВА ІНІЦІАТИВА,ВТБ БАНК,СІТІБАНК,ПРОКРЕДИТ БАНК,КРЕДОБАНК,ТАСКОМБАНК,БАНК КРЕДИТ ДНІПРО,ІНГ БАНК УКРАЇНА,МЕГАБАНК,МІЖНАРОДНИЙ ІНВЕСТИЦІЙНИЙ БАНК,БАНК ВОСТОК,УНІВЕРСАЛ БАНК,А - БАНК,ПРАВЕКС-БАНК,ІНДУСТРІАЛБАНК,МТБ БАНК,БАНК ІНВЕСТИЦІЙ ТА ЗАОЩАДЖЕНЬ,ІДЕЯ БАНК,ПІРЕУС БАНК МКБ,ВІЕС БАНК,БМ БАНК,КЛІРИНГОВИЙ ДІМ,БАНК ФОРВАРД,ГЛОБУС,МІСТО БАНК,АРКАДА,ПОЛТАВА - БАНК,ДОЙЧЕ БАНК ДБУ,КРЕДИТ ЄВРОПА БАНК,ЛЬВІВ,ФІДОБАНК,ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК,КРЕДИТВЕСТ БАНК,КОМІНВЕСТБАНК,БТА БАНК,БАНК АВАНГАРД,МОТОР-БАНК,БАНК ГРАНТ,РАДАБАНК,КРИСТАЛБАНК,БАНК 3/4,АСВІО БАНК,УКРБУДІНВЕСТБАНК,КИЇВ,БАНК СІЧ,АЙБОКС БАНК,ЄВРОПРОМБАНК,БАНК АЛЬЯНС,КАПІТАЛ,МЕТАБАНК,БАНК ЮНІСОН,КОНКОРД,КОМЕРЦІЙНИЙ ІНДУСТРІАЛЬНИЙ БАНК,АКОРДБАНК,ОКСІ БАНК,ПОЛІКОМБАНК,АГРОПРОСПЕРІС БАНК,АЛЬТБАНК,РВС БАНК,ВЕРНУМ БАНК,СКАЙ БАНК,БАНК ФАМІЛЬНИЙ,ТРАСТ,ДІВІ БАНК,ЦЕНТР,БАНК ПОРТАЛ,УКРАЇНСЬКИЙ БАНК РЕКОНСТР.ТА РОЗВ.,АЛЬПАРІ БАНК,ЮНЕКС БАНК,МЕГА БАНК,КОМІНБАНК
2018-04-01,140937877.20240998,93754279.13225,59460136.208519995,17639836.508015,6858523.977975,0.0,469174.041,3477811.55495,7590841.3334,0.0,112500.0,1286510.607215,935032.0,669190.4,2171909.0,0.0,3856883.0,0.0,2102397.80128,503384.20384,274510.09511999995,0.0,0.0,1500849.58427,27618.888,532675.0,0.0,990000.0,122846.4296,858634.85281,72500.0,195811.70549,220725.2,0.0,0.0,116174.708,0.0,302083.10855,195952.464,0.0,127478.488,0.0,0.0,0.0,204956.976,0.0,0.0,808.0,126523.488,871144.98131,0.0,0.0,124894.54465,102933.04145,290254.5,0.0,65000.0,10000.0,127068.4296,0.0,0.0,0.0,0.0,137909.5,0.0,0.0,61002.24336,0.0,0.0,0.0,0.0,56439.244,0.0,68696.22,0.0,99956.976,1000.4,0.0,20000.0,0.0,124420.0,78000.0,,,
2018-07-01,143705955.13319334,92444442.74875002,62213195.85926,19877478.230616663,6575349.174343333,0.0,254950.7666,3076592.2817933336,8472878.13443,183333.33333333337,112500.0,1017425.5422166666,893351.3333333334,419024.6666666667,2171909.0,0.0,3012249.3333333335,0.0,2462580.0643933336,698508.4909199999,262768.15881,0.0,38217.333333333336,1781297.7645933332,26443.519,480000.0,0.0,733009.6666666666,199581.9689666667,848428.9014699999,147158.33333333334,187436.02599333337,159058.53333333335,0.0,0.0,147992.81016666666,0.0,215111.93684666665,190495.357,0.0,126303.119,0.0,960.3333333333334,0.0,92606.238,0.0,0.0,0.0,125348.119,634431.5974233333,0.0,0.0,124901.3895,96386.80343666668,289220.3333333333,0.0,69800.0,6666.666666666667,136736.96896666667,0.0,0.0,0.0,15979701.608156666,115050.30283333334,0.0,0.0,58392.92418,0.0,0.0,0.0,0.0,50063.22616666667,0.0,65757.7975,0.0,77606.238,1000.4,0.0,0.0,0.0,113780.0,78000.0,,,
2018-10-01,151741107.77695668,95147757.16733,59726908.81278,20826462.413693335,6279742.15281,0.0,8865.09637,3272105.62799,9316550.224423334,935000.0,87500.0,1054431.1502633337,934930.3333333334,529447.7127966667,2171909.0,0.0,3542420.6666666665,0.0,2732490.720646667,590569.34746,270475.32393,0.0,45311.0,2169955.7247166666,109.2,343333.3333333333,0.0,478901.6666666667,170295.02582666665,940875.3391066669,75880.33333333333,190622.19414,149844.6554533333,0.0,0.0,118009.9446,0.0,171309.44817666666,191522.48766666665,0.0,175604.92943333334,0.0,0.0,0.0,74229.17,0.0,0.0,0.0,122786.27366666666,660902.8085466666,0.0,0.0,127392.7019,109481.52701333334,286250.58266666665,0.0,49733.333333333336,0.0,180610.09090333336,0.0,0.0,73379.53466666666,17198876.515356667,114325.02139666666,,0.0,61519.59939333334,0.0,0.0,0.0,0.0,37115.63683333333,0.0,67686.5175,0.0,98482.54733333334,750.2999999999998,0.0,0.0,0.0,112606.66666666669,64666.666666666664,,,
2019-01-01,157069339.80221668,94941072.30233334,55870331.93058,21792039.60506667,5350336.8009,0.0,47.16377,3147888.687906666,8063520.167263334,930000.0,75000.0,1059274.9340199998,966140.0,1468641.53237,2171909.0,0.0,2113556.3333333335,0.0,3259434.3696333333,552478.9053166667,329880.81123,0.0,45311.0,3064239.4386466667,39493.840403333335,270000.0,0.0,451519.3333333333,170102.43821666666,1041254.40742,120759.78966666666,197991.80566666668,145025.10475666667,0.0,0.0,115462.45586666669,0.0,170604.48949666668,159244.29766666665,0.0,238387.78376666663,0.0,0.0,28390.932,183012.28933333335,0.0,0.0,33.333333333333336,122329.54366666666,612161.04186,0.0,0.0,157462.5251333333,145662.76688333333,280756.59866666666,0.0,10000.0,0.0,149839.9681866667,0.0,0.0,113138.17466666666,18081296.582723334,107400.15064666666,,0.0,114657.32108666666,0.0,0.0,0.0,0.0,22049.710333333333,57106.493663333335,45212.369199999994,0.0,129569.08733333331,750.2999999999998,,14000.0,0.0,118646.66666666669,58000.0,,,
2019-04-01,166581621.81609666,92921193.997,51466866.336540006,19356379.654156663,3462729.682846667,0.0,0.0,5095910.69747,8812322.592873333,945000.0,50000.0,1339717.02178,1002499.3333333334,2166595.5825733333,1107484.7666666666,,3255810.0,0.0,3708259.0866166665,671389.97035,537874.20849,0.0,36311.0,4012975.172603333,238468.70286333337,854494.3493333333,0.0,652688.0,371615.72673333326,1052064.35128,255178.2325,192351.957,101517.82307,,,189629.30043333335,0.0,372667.8643633334,229674.73346666663,0.0,235522.7339,0.0,54494.03533333333,147803.54683333333,350388.78,0.0,0.0,66.66666666666667,158609.09893333333,649371.81242,0.0,0.0,227153.82959999997,150262.00160333334,295664.2546666667,28313.285093333336,33333.333333333336,20000.0,137564.35463333334,0.0,0.0,36476.439,22581680.968663335,123574.51316,,0.0,132546.81781666668,106452.29069666663,0.0,14523.267633333337,0.0,52863.96456999999,18634.201673333333,0.0,0.0,80291.03533333333,500.2,,0.0,0.0,133690.0,71333.33333333333,,,
2019-07-01,158114982.93061998,84207671.21266668,52485454.94988,26895893.821319997,2989950.8893,0.0,0.0,6604975.785526667,7657845.094853334,1266016.6666666667,37500.0,1585354.6670066663,1124623.3333333333,1696736.6597433332,0.0,,4763860.333333333,0.0,3498534.3489166666,732133.3406666666,833969.1151133333,0.0,31811.0,2222454.7968099997,180853.28486666665,1282307.397,0.0,1023562.6666666666,838582.2553066667,1012537.9947,298195.52616666665,188394.88733333335,179090.20830666667,,,276909.4928333333,0.0,462389.78999333334,416757.4322,0.0,175974.46123333334,0.0,101499.17666666668,159583.82116666666,315941.0466666667,0.0,0.0,0.0,175661.22199999998,734008.1650733333,0.0,0.0,215740.59873333332,121450.75391333332,344280.222,98271.60444,23333.333333333332,20000.0,106161.63113333331,0.0,0.0,108181.444,20997495.050066665,103903.77655333331,,0.0,104343.37012333334,201783.10936333332,0.0,20689.59403333333,0.0,111054.2652,0.0,0.0,0.0,53827.11066666667,500.2,,0.0,0.0,150797.68771333332,121375.43856666668,10000.0,,
2019-10-01,149801999.13849667,84113544.45933335,45344407.50376,23653051.158193335,3696168.98663,0.0,0.0,6470485.229189999,7716053.927396666,1455240.0,12500.0,1791186.4577266667,1192340.0,1448461.7390766663,,,4654012.0,0.0,3110148.9224333335,556894.8921666667,402296.89101,0.0,26053.0,1669338.7349800002,297547.36394,1184532.3216666663,0.0,1052698.0,569112.9779566666,865404.7752333333,89219.6433,178463.12633333332,150258.69492,,,189046.61716666663,0.0,409622.75127000007,363499.8947,0.0,241185.6760666667,0.0,209763.93833333335,202473.66166666665,148068.01733333335,0.0,0.0,0.0,172573.73233333335,788092.73372,0.0,0.0,161696.7934333333,75311.61352,531934.4606666666,13333.333333333334,0.0,,142971.69632999998,0.0,0.0,50989.46466666667,18922178.14573667,101882.3116,,0.0,60422.51563,229382.71062,0.0,10265.0579,0.0,112208.19493333332,0.0,,0.0,67656.13133333334,250.1,,0.0,0.0,153393.05182,130607.66666666669,0.0,,
2020-01-01,143145638.84833333,85310319.75666666,40350597.61833333,23900790.075153336,5801704.9302033335,0.0,0.0,8092957.194966666,7563999.19539,2193849.3333333335,0.0,2737185.3119033333,1193253.0,1211784.07373,,,5366742.666666667,0.0,2955767.79353,330805.9008333333,88223.35697000001,0.0,23174.0,782329.1358466666,452264.0832166667,1521013.528333333,0.0,1162681.0,361263.59481333336,684718.8993,131257.40694000002,170598.87833333333,103686.13123,,,136170.59369666665,0.0,551807.4999866666,325913.22083333327,0.0,162991.14313333333,0.0,299858.26833333337,161947.12266666666,85894.45966,0.0,0.0,106.66666666666669,186451.2683333333,695363.7176533333,0.0,0.0,193608.40591666664,10434.525,396062.0,0.0,0.0,,264416.70007666666,0.0,0.0,126104.20333333332,17003174.169666667,119491.66666666669,,0.0,57759.90595000001,112495.38544666668,0.0,2408.2809,0.0,44298.54183333333,0.0,,35600.52646666667,154595.53666666665,250.1,,0.0,0.0,153725.49496666668,108627.33333333331,0.0,,
2020-04-01,140347476.8394,77993901.06666666,37652523.69033333,23346838.711066663,5626044.785466666,0.0,,8240633.485666666,7809375.968400001,2252365.3333333335,0.0,3914587.3004666665,1361918.6666666667,1824010.0733333332,,,4559435.0,0.0,2738939.1202,278656.00333333336,0.0,0.0,14578.666666666666,707712.0605333332,442699.5333333334,1456324.6666666667,0.0,843523.3333333334,412639.4202,547152.0333333333,226526.06613333337,154348.53333333333,85312.1538,,,132638.77213333335,0.0,826384.6862666666,171589.41666666666,0.0,26913.86,0.0,242875.93333333335,162004.86666666667,342643.69913333334,177859.97493333332,0.0,0.0,161617.26666666666,492407.86353333335,0.0,0.0,189995.94453333333,24388.933333333334,372526.0,28827.666666666668,10000.0,,282672.02086666663,0.0,0.0,104770.26666666668,17550799.775333334,70862.84233333333,,0.0,57801.772,118465.31426666668,0.0,0.0,18291.699999999997,38294.62266666666,0.0,,96271.36453333334,157394.25666666668,0.0,,65279.13433333333,0.0,147693.172,88066.66666666667,0.0,,
2020-07-01,154982277.14620003,79214086.06666666,40586965.265833326,35158246.7883,6087668.475866667,0.0,,8598536.740766667,9021062.770633334,2553057.3333333335,0.0,3553174.3333333335,1466518.6666666667,3012083.724033334,,,2966809.0,0.0,3727230.065233333,619620.9116666667,0.0,0.0,165.33333333333334,795782.4446333334,410598.6666666667,1061730.6666666667,0.0,864939.0,577274.0229333333,649220.15,518678.3114666667,136564.66666666666,308286.2327333333,,,227568.19183333337,62875.666666666664,856662.4330333333,97961.49233333334,0.0,107357.16,0.0,215133.2666666667,191190.53333333333,363422.8283,286190.5333333333,0.0,0.0,144296.51333333334,1079860.4284,0.0,0.0,419193.0792,162950.03333333333,644124.3333333334,18981.0,0.0,,610329.2069999999,30990.666666666668,0.0,110072.93333333332,23372053.624166667,91134.1925,,0.0,63639.13466666667,633018.6263666666,0.0,0.0,59084.69999999999,160258.46006666668,0.0,,155397.76673333332,168812.19999999998,0.0,,116841.76916666668,0.0,181785.33333333337,121664.0,48566.666666666664,,
2020-10-01,167347498.84403333,93012097.0,44513682.906666666,43156459.60433333,7189252.880266666,0.0,,10424291.5082,12694781.4854,3019818.4155333336,0.0,3686821.6166000008,1498779.0,3173073.0384666673,,,6365097.666666667,0.0,4078535.5504,1616561.7933333332,283087.94,0.0,0.0,336293.6924,400810.1666666667,662396.0,0.0,1109939.0,842683.9375333333,1102466.5333333334,655272.5245333334,136432.33333333334,208207.1596,,,210994.95813333333,98574.0,1119062.6986333334,86770.96399999999,0.0,534793.4133333333,0.0,119059.73333333332,191005.2666666667,643231.7654,279338.60000000003,0.0,0.0,152120.54666666666,1073290.4946666667,0.0,129252.33333333331,485016.6062666666,312460.56666666665,647508.0,3981.0,0.0,,888618.3626666666,391806.3517333334,0.0,382891.3333333333,31658401.437366676,134550.34666666668,,0.0,134897.26733333335,1270986.9558666667,0.0,0.0,37131.51666666666,293597.83493333333,157032.68213333335,,272371.9105333334,175572.93333333335,0.0,,116795.0,0.0,266870.7354666667,64225.333333333336,134533.33333333334,,
2021-01-01,171283150.57306668,91326720.66666669,54912494.27903333,45261008.46423334,7874640.0732,0.0,,10967524.990333334,13632580.0378,3038118.2042,0.0,4801174.908466667,1498779.0,2612634.3685666667,,,7378432.0,0.0,4547074.708833333,2369186.77,1655619.9799999995,0.0,0.0,432803.8347666667,848415.6505666667,4142772.9333333336,0.0,1015033.6666666666,535314.5862333333,1029556.0,599609.198,142008.83333333334,205660.024,,,78587.5842,4744.683333333333,1031583.7859,137791.05133333334,,579662.7933333333,0.0,97000.0,198812.36666666667,654487.2856333334,282812.36666666664,10000.0,3333.3333333333335,129123.06,1148025.4807666668,0.0,134443.33333333334,749404.2868666667,532048.9833333334,689174.6666666666,10647.666666666666,58333.333333333336,,1755033.792666667,595837.0307666666,0.0,1263368.6666666667,40912690.59723333,148328.29666666666,,0.0,303277.883,1155983.6666666667,0.0,0.0,104447.775,249487.27666666664,681750.6096,,295314.98993333336,210470.2,0.0,,116795.0,0.0,297030.2939333333,40000.0,92200.0,,
